ZScan Measurmets (Organometallics in Nanophotonics)
Sample type:Voltage Vpp
Code: silica
Concentration: 0 %
Wavelength: 1600 nm
Experiment description

--------------------------------------------------------------------------------------------------

Starting pos:   40
Ending pos:   80
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel


--------------------------------------------------------------------------------------------------

SNo.   [V] Voltage Max	   [V] Voltage Max	   [V] Voltage Max	   [V] Voltage Max	   
  92     0.05912704             0.15807495             0.18923645             0.00000000
  93     0.05875549             0.15675812             0.18767319             0.00000000
  94     0.06062241             0.15915985             0.19098434             0.00000000
  95     0.05824051             0.15790482             0.18884125             0.00000000
  96     0.05865860             0.15786362             0.18882751             0.00000000
  97     0.05834351             0.15788727             0.18884888             0.00000000
  98     0.05811844             0.15768051             0.18834610             0.00000000
  99     0.05851898             0.15782013             0.18889694             0.00000000
 100     0.05771713             0.15801086             0.18883438             0.00000000
 101     0.06020966             0.15899200             0.19061127             0.00000000
